,Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
12207,33, Masters,14, Married-civ-spouse, Husband, Male,15024.0,40
12208,50, Assoc-acdm,12, Married-civ-spouse, Husband,,0.0,50
12217,57, HS-grad,9, Widowed, Not-in-family, Female,0.0,36
12219,58, HS-grad,9, Divorced, Unmarried, Female,2174.0,40
12225,57, Assoc-acdm,12, Divorced, Not-in-family, Female,0.0,40
12227,21, Assoc-acdm,12, Never-married, Own-child, Female,0.0,8
12228,40, Some-college,10, Divorced, Not-in-family, Male,0.0,40
12232,32, Some-college,10, Married-civ-spouse, Husband, Male,15024.0,60
12234,27, HS-grad,9, Never-married, Not-in-family, Female,,42
12235,42, 5th-6th,3, Married-civ-spouse, Husband, Male,,40
12236,36, HS-grad,9, Never-married, Not-in-family, Female,,47
12241,28, 11th,7, Married-civ-spouse, Not-in-family, Male,0.0,60
12244,76, Some-college,10, Divorced, Not-in-family, Female,0.0,20
12245,27, Bachelors,13, Never-married, Not-in-family,,0.0,60
12247,75, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,20
12251,43, Prof-school,15, Married-civ-spouse, Husband, Male,15024.0,55
12252,44, Bachelors,13, Married-civ-spouse, Husband, Male,,40
12254,60, 5th-6th,3, Married-civ-spouse, Husband, Male,0.0,45
12256,73, 11th,7, Married-civ-spouse, Husband, Male,0.0,15
12258,50, HS-grad,9, Married-civ-spouse, Husband, Male,15024.0,50
12260,31,,9, Never-married, Own-child,,0.0,50
12266,39, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,50
12270,53, 5th-6th,3, Married-civ-spouse, Wife,,0.0,10
12272,41, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,60
12273,23, Assoc-acdm,12, Never-married, Own-child, Female,0.0,36
12275,35, Some-college,10, Divorced, Not-in-family, Male,0.0,40
12276,21, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,30
12280,24, Some-college,10, Never-married, Not-in-family, Female,0.0,20
12281,55,,9, Widowed, Not-in-family, Female,0.0,40
12282,28, HS-grad,9, Married-spouse-absent, Own-child, Male,0.0,40
12286,35, Bachelors,13, Married-civ-spouse, Husband,,0.0,50
12287,29, HS-grad,9, Never-married, Not-in-family,,0.0,40
12290,30, HS-grad,9, Divorced, Own-child,,0.0,40
12291,72, 11th,7, Divorced, Not-in-family, Female,0.0,35
12292,17, 11th,7, Never-married, Own-child, Male,0.0,40
12294,38, Bachelors,13, Never-married, Not-in-family, Male,0.0,48
12295,36, Bachelors,13, Never-married, Not-in-family, Female,,45
12297,28, HS-grad,9, Divorced, Unmarried, Female,,35
12303,32, Doctorate,16, Never-married, Not-in-family, Male,0.0,40
12304,55, Some-college,10, Married-civ-spouse, Husband, Male,,40
12306,68,,4, Widowed, Not-in-family, Female,0.0,10
12307,45, HS-grad,9, Divorced, Not-in-family, Female,0.0,30
12308,26, HS-grad,9, Divorced, Own-child, Female,,40
12312,52, 7th-8th,4, Never-married, Not-in-family, Female,0.0,40
12313,68, Prof-school,15, Widowed, Unmarried, Female,0.0,16
12315,52, Bachelors,13, Divorced, Not-in-family, Male,0.0,40
12317,53, Masters,14, Married-civ-spouse, Husband, Male,7298.0,40
12318,17, 11th,7, Never-married, Own-child, Female,0.0,8
12319,29, Bachelors,13, Married-civ-spouse, Own-child, Male,0.0,75
12320,41, Some-college,10, Married-civ-spouse, Husband, Male,,50
12322,57, Some-college,10, Divorced, Not-in-family, Female,,50
12325,45, Assoc-acdm,12, Married-civ-spouse, Husband, Male,,40
12327,40, Assoc-acdm,12, Married-civ-spouse, Husband, Male,,52
12331,36, Some-college,10, Never-married, Not-in-family, Male,,40
12332,40, 7th-8th,4, Never-married, Own-child, Male,0.0,40
12333,18, 10th,6, Never-married, Other-relative, Female,0.0,40
12335,63, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
12336,29, Masters,14, Never-married, Not-in-family, Female,0.0,80
12337,27, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,45
12341,29, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,30
12343,42, Assoc-acdm,12, Widowed, Unmarried, Female,,24
12344,36, Assoc-voc,11, Divorced, Not-in-family, Male,,40
12347,43, HS-grad,9, Married-civ-spouse, Husband,,,40
12348,33, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,38
12349,34, 7th-8th,4, Married-civ-spouse, Wife, Female,0.0,40
12352,52, 9th,5, Widowed, Not-in-family, Female,0.0,25
12353,27, Assoc-acdm,12, Never-married, Not-in-family, Male,,40
12358,35, Some-college,10, Separated, Unmarried, Female,0.0,25
12371,30, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0.0,40
12375,70, 7th-8th,4, Widowed, Unmarried, Female,,38
12379,27,,13, Never-married, Not-in-family,,0.0,40
12382,36, Some-college,10, Never-married, Not-in-family, Female,0.0,40
12383,45, Masters,14, Married-civ-spouse, Husband, Male,7298.0,50
12384,29, Bachelors,13, Never-married, Not-in-family, Female,0.0,60
12387,34,,3, Never-married, Own-child, Male,0.0,40
12389,39, Some-college,10, Divorced, Unmarried, Female,0.0,45
12393,41, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,70
12395,68, Some-college,10, Divorced, Not-in-family, Male,0.0,30
12396,35, 11th,7, Never-married, Not-in-family, Male,0.0,50
12399,35, HS-grad,9, Married-civ-spouse, Husband,,,40
12400,34, Some-college,10, Never-married, Not-in-family, Female,0.0,17
12410,36, Some-college,10, Widowed, Own-child,,0.0,40
12414,42, HS-grad,9, Divorced, Unmarried, Female,0.0,40
12415,22, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0.0,40
12416,57, Assoc-voc,11, Never-married, Not-in-family, Male,0.0,40
12417,34, Some-college,10, Never-married, Not-in-family, Male,,28
12418,31, Masters,14, Never-married, Not-in-family, Female,0.0,60
12421,30, Some-college,10, Divorced, Not-in-family, Female,,40
12422,17, 11th,7, Never-married, Own-child, Female,0.0,32
12424,32, 1st-4th,2, Never-married, Not-in-family, Male,0.0,50
12425,55, 10th,6, Married-civ-spouse, Husband, Male,0.0,45
12426,19,,8, Married-spouse-absent, Own-child, Female,0.0,20
12427,28, Masters,14, Divorced, Not-in-family, Female,0.0,50
12429,49, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,60
12442,54, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,45
12443,28, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
12444,34, HS-grad,9, Divorced, Not-in-family, Male,,40
12445,46, Masters,14, Married-civ-spouse, Husband, Male,,40
12454,42, Masters,14, Divorced, Not-in-family, Female,2354.0,16
12455,56, 7th-8th,4, Married-civ-spouse, Wife, Female,5013.0,45
12456,31, Bachelors,13, Never-married, Own-child, Male,,45
12457,23, HS-grad,9, Never-married, Own-child, Male,,50
12458,60, HS-grad,9, Never-married, Not-in-family, Male,0.0,40
12460,32, Some-college,10, Married-civ-spouse, Husband, Male,0.0,60
12461,36, Masters,14, Never-married, Not-in-family, Female,14084.0,40
12463,34, Some-college,10, Married-civ-spouse, Husband, Male,0.0,48
12465,49, HS-grad,9, Divorced, Unmarried, Male,0.0,50
12468,34, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,65
12472,24, HS-grad,9, Divorced, Not-in-family, Male,0.0,30
12474,36, Assoc-voc,11, Divorced, Unmarried, Female,0.0,40
12476,57, 5th-6th,3, Married-civ-spouse, Husband, Male,0.0,40
12477,24,,10, Married-civ-spouse, Husband, Male,0.0,50
12480,19,,9, Never-married, Own-child, Female,0.0,40
12481,44,,9, Never-married, Other-relative, Male,0.0,32
12482,34, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,40
12483,25,,13, Never-married, Own-child, Male,,40
12486,59, Some-college,10, Married-civ-spouse, Husband, Male,0.0,55
12487,34, 11th,7, Married-civ-spouse, Husband, Male,0.0,50
12488,30, HS-grad,9, Married-civ-spouse, Husband, Male,,65
12489,21,,10, Never-married, Not-in-family, Female,0.0,38
12490,24, Some-college,10, Never-married, Other-relative, Male,,40
12494,32, Assoc-voc,11, Married-civ-spouse, Husband, Male,,40
12495,45, Some-college,10, Divorced, Unmarried, Female,0.0,45
12499,29, HS-grad,9, Never-married, Not-in-family, Female,0.0,44
12504,28, Some-college,10, Married-civ-spouse, Husband, Male,0.0,35
12505,42, Some-college,10, Married-civ-spouse, Wife, Female,,23
12511,22, 9th,5, Married-spouse-absent, Other-relative, Male,0.0,35
12513,28, Bachelors,13, Married-civ-spouse, Husband,,0.0,43
12515,42, Some-college,10, Divorced, Unmarried, Female,0.0,43
12517,35, HS-grad,9, Never-married, Own-child, Female,0.0,40
12518,60, Prof-school,15, Married-civ-spouse, Husband, Male,,16
12519,33,,10, Never-married, Not-in-family, Male,8614.0,40
12520,22, HS-grad,9, Married-civ-spouse, Other-relative, Male,0.0,80
12521,39, Assoc-voc,11, Married-civ-spouse, Husband,,0.0,40
12522,33, Bachelors,13, Married-civ-spouse, Husband, Male,5178.0,40
12527,48, HS-grad,9, Separated, Unmarried,,,40
12528,33, HS-grad,9, Never-married, Own-child, Female,0.0,40
12529,65, Some-college,10, Widowed, Not-in-family, Female,1848.0,20
12530,39,,9, Never-married, Own-child, Female,0.0,40
12531,43, Bachelors,13, Divorced, Not-in-family, Female,0.0,40
12532,28, 10th,6, Married-civ-spouse, Husband, Male,0.0,40
12536,35, Some-college,10, Never-married, Not-in-family, Male,,40
12539,60, HS-grad,9, Married-civ-spouse, Husband, Male,99999.0,40
12541,40, Prof-school,15, Never-married, Not-in-family, Female,0.0,40
12545,35, HS-grad,9, Married-civ-spouse, Husband, Male,,38
12548,32, Some-college,10, Married-civ-spouse, Husband, Male,0.0,65
12549,18, Some-college,10, Never-married, Not-in-family, Male,0.0,40
12550,37,,12, Never-married, Unmarried, Female,0.0,40
12552,51, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,42
12555,46, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,44
12556,40, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,50
12557,34, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,48
12561,45, HS-grad,9, Married-spouse-absent, Unmarried, Female,0.0,30
12562,53, HS-grad,9, Separated, Not-in-family, Male,,35
12565,42, Masters,14, Never-married, Not-in-family, Male,0.0,45
12566,44, Some-college,10, Married-civ-spouse, Husband, Male,0.0,44
12567,41, HS-grad,9, Married-civ-spouse, Husband, Male,7298.0,50
12570,20, 11th,7, Separated, Own-child, Female,0.0,40
12571,29,,11, Never-married, Own-child, Female,0.0,40
12573,45, Doctorate,16, Married-civ-spouse, Wife, Female,0.0,30
12574,56, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,35
12578,31, HS-grad,9, Married-civ-spouse, Husband, Male,3908.0,40
12580,65, Bachelors,13, Married-civ-spouse, Husband,,0.0,34
12581,40, HS-grad,9, Separated, Not-in-family, Male,,30
12587,25, Bachelors,13, Never-married, Own-child, Male,0.0,45
12590,31, Some-college,10, Married-civ-spouse, Wife, Female,3908.0,40
12592,51, HS-grad,9, Divorced, Other-relative,,0.0,32
12595,49, Masters,14, Divorced, Unmarried,,0.0,45
12597,57, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,40
12599,49, Bachelors,13, Married-civ-spouse, Husband,,,40
12601,48, Bachelors,13, Married-civ-spouse, Husband, Male,5013.0,45
12602,38, Bachelors,13, Married-civ-spouse, Husband, Male,15024.0,40
12604,46, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,65
12608,28, 9th,5, Divorced, Not-in-family, Female,0.0,40
12610,42, Masters,14, Divorced, Not-in-family, Female,,25
12611,39, Some-college,10, Separated, Unmarried, Female,,40
12614,36, Some-college,10, Never-married, Unmarried, Female,0.0,40
12615,56, 10th,6, Widowed, Unmarried, Female,0.0,40
12618,44, Some-college,10, Separated, Unmarried, Female,0.0,40
12619,40, 1st-4th,2, Never-married, Not-in-family, Male,0.0,45
12621,62, 12th,8, Married-civ-spouse, Husband, Male,0.0,48
12622,52, Prof-school,15, Married-civ-spouse, Wife, Female,3103.0,30
12625,51, Doctorate,16, Married-civ-spouse, Husband, Male,0.0,99
12631,36, Some-college,10, Married-civ-spouse, Husband,,0.0,45
12635,41, Bachelors,13, Divorced, Not-in-family, Male,0.0,37
12638,55, 11th,7, Never-married, Not-in-family, Female,,40
12639,35, Bachelors,13, Never-married, Not-in-family, Female,,45
12640,36, Assoc-voc,11, Married-civ-spouse, Husband,,0.0,38
12641,29, Some-college,10, Never-married, Own-child,,0.0,60
12645,18, HS-grad,9, Never-married, Own-child, Male,0.0,20
12647,27, Bachelors,13, Married-civ-spouse, Husband,,0.0,45
12648,38, HS-grad,9, Never-married, Not-in-family,,0.0,40
12652,38, 11th,7, Never-married, Own-child, Female,0.0,40
12653,23, Some-college,10, Never-married, Unmarried, Male,0.0,45
12654,40, Assoc-voc,11, Divorced, Unmarried, Male,0.0,40
12658,44, Some-college,10, Separated, Unmarried, Female,0.0,38
12662,47, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,40
12663,48, HS-grad,9, Widowed, Unmarried, Female,0.0,25
12666,44, Bachelors,13, Married-civ-spouse, Husband,,0.0,40
12668,53, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,40
12669,36, Masters,14, Never-married, Not-in-family, Male,0.0,15
12670,77, 7th-8th,4, Married-civ-spouse, Husband,,0.0,30
12671,21, HS-grad,9, Never-married, Own-child, Male,,35
12675,22, Some-college,10, Divorced, Own-child,,0.0,30
12677,47, Doctorate,16, Married-civ-spouse, Husband, Male,99999.0,50
12679,48, Bachelors,13, Never-married, Not-in-family, Male,0.0,50
12680,43,,10, Married-civ-spouse, Husband, Male,0.0,40
12681,34, 12th,8, Married-civ-spouse, Husband, Male,0.0,40
12682,19, HS-grad,9, Never-married, Own-child, Female,0.0,35
12686,63, 11th,7, Married-civ-spouse, Husband, Male,0.0,30
12687,65, HS-grad,9, Widowed, Unmarried, Female,0.0,40
12688,37, Assoc-voc,11, Married-civ-spouse, Husband,,7298.0,40
12691,21, HS-grad,9, Divorced, Other-relative, Female,0.0,40
12694,43, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,55
12697,47, HS-grad,9, Divorced, Not-in-family, Female,,40
12698,26, Bachelors,13, Never-married, Own-child, Male,0.0,24
12699,39, Some-college,10, Married-civ-spouse, Wife,,0.0,24
12701,49, HS-grad,9, Divorced, Unmarried, Male,0.0,40
12703,69, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,36
12707,52, HS-grad,9, Never-married, Unmarried, Male,0.0,40
12708,28, Some-college,10, Never-married, Not-in-family, Female,3325.0,50
12710,21, Assoc-voc,11, Never-married, Own-child, Female,0.0,30
12712,27, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,42
12713,63, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,30
12718,41, Some-college,10, Married-civ-spouse, Husband, Male,0.0,51
12722,26, 12th,8, Never-married, Own-child,,,40
12726,25, Masters,14, Never-married, Own-child, Female,0.0,35
12727,20, Some-college,10, Never-married, Not-in-family, Female,0.0,35
12728,21,,10, Never-married, Own-child, Male,0.0,40
12729,25, Bachelors,13, Never-married, Not-in-family, Male,,50
12731,37, HS-grad,9, Never-married, Own-child, Male,0.0,38
12732,50, Masters,14, Married-civ-spouse, Husband, Male,7298.0,40
12733,29, HS-grad,9, Separated, Unmarried, Female,0.0,40
12734,18, Some-college,10, Never-married, Own-child, Female,0.0,21
12735,32, Bachelors,13, Never-married, Unmarried, Female,0.0,40
12736,58, Assoc-voc,11, Divorced, Not-in-family, Female,0.0,60
12738,29, Some-college,10, Never-married, Not-in-family, Female,0.0,18
12739,58, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,60
12744,60, Masters,14, Divorced, Not-in-family, Female,,50
12745,39, Some-college,10, Married-civ-spouse, Husband, Male,3103.0,50
12746,50, Assoc-acdm,12, Married-civ-spouse, Husband, Male,,40
12747,30, Some-college,10, Never-married, Not-in-family,,0.0,48
12748,55, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
12751,40, Bachelors,13, Married-civ-spouse, Husband,,7298.0,40
12753,55, HS-grad,9, Widowed, Unmarried, Female,0.0,40
12755,28, 12th,8, Never-married, Not-in-family, Male,,40
12757,34, HS-grad,9, Never-married, Unmarried, Male,0.0,40
12758,47, Masters,14, Married-civ-spouse, Wife, Female,7688.0,38
12760,24, Some-college,10, Never-married, Own-child,,0.0,25
12761,21, 11th,7, Married-civ-spouse, Husband, Male,0.0,40
12762,65, Bachelors,13, Married-civ-spouse, Husband,,,40
12766,22, Some-college,10, Never-married, Not-in-family,,0.0,40
12768,44, Some-college,10, Married-civ-spouse, Husband,,,60
12770,41, Doctorate,16, Married-civ-spouse, Husband, Male,,60
12771,38, HS-grad,9, Divorced, Not-in-family, Male,,40
12773,24, Some-college,10, Married-spouse-absent, Unmarried, Female,0.0,30
12774,24, Masters,14, Never-married, Not-in-family, Female,0.0,45
12775,28, HS-grad,9, Married-civ-spouse, Own-child,,0.0,40
12776,39, Bachelors,13, Never-married, Not-in-family, Female,0.0,35
12777,48, Some-college,10, Divorced, Not-in-family, Male,3325.0,40
12779,50, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,35
12781,68, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
12783,22, 1st-4th,2, Never-married, Not-in-family, Male,0.0,40
12789,20, 10th,6, Separated, Not-in-family, Female,0.0,36
12791,44, Some-college,10, Married-spouse-absent, Unmarried, Female,1506.0,45
12792,57, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,40
12793,33, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,55
12795,22,,10, Never-married, Own-child, Male,0.0,24
12796,41, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
12799,52, HS-grad,9, Divorced, Not-in-family,,0.0,38
12802,17, 10th,6, Never-married, Other-relative,,,12
12806,51, Bachelors,13, Divorced, Not-in-family, Female,0.0,40
12808,48, Some-college,10, Divorced, Unmarried,,0.0,32
12809,44, Some-college,10, Married-civ-spouse, Own-child, Female,0.0,40
12810,47, 11th,7, Married-civ-spouse, Husband, Male,,40
12811,52, HS-grad,9, Widowed, Own-child,,0.0,40
12812,58, Some-college,10, Never-married, Not-in-family, Female,,39
12813,19, 11th,7, Never-married, Not-in-family, Female,0.0,40
12814,40, Bachelors,13, Married-civ-spouse, Husband,,,40
12819,46, Masters,14, Divorced, Not-in-family, Female,0.0,50
12820,32, HS-grad,9, Married-civ-spouse, Wife, Female,3908.0,40
12822,18, HS-grad,9, Never-married, Not-in-family, Male,0.0,37
12823,26, Masters,14, Never-married, Not-in-family, Female,0.0,30
12824,36, Bachelors,13, Never-married, Not-in-family, Female,0.0,20
12825,26, Assoc-voc,11, Divorced, Own-child, Female,,35
12827,53, Assoc-acdm,12, Married-civ-spouse, Husband, Male,15024.0,40
12828,54, Some-college,10, Never-married, Not-in-family, Male,0.0,41
12829,29, Some-college,10, Married-civ-spouse, Own-child, Female,0.0,6
12830,81, Masters,14, Widowed, Unmarried,,0.0,60
12831,37, Masters,14, Never-married, Not-in-family, Female,0.0,38
12832,40, Assoc-voc,11, Divorced, Not-in-family, Male,0.0,50
12833,36, Some-college,10, Widowed, Unmarried, Female,,40
12834,18, 12th,8, Never-married, Own-child, Female,0.0,30
12836,36,,9, Separated, Unmarried, Female,,35
12838,17, 12th,8, Never-married, Own-child,,0.0,7
12840,27,,9, Never-married, Unmarried, Male,,40
12842,24, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,35
12843,57, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,40
12844,19, 10th,6, Never-married, Own-child, Female,,40
12846,46, 7th-8th,4, Married-spouse-absent, Unmarried, Female,0.0,24
12847,21, HS-grad,9, Married-civ-spouse, Own-child, Male,0.0,40
12850,26, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,70
12851,28, HS-grad,9, Separated, Not-in-family, Male,0.0,55
12854,49, Bachelors,13, Married-civ-spouse, Husband,,0.0,40
12855,28, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,55
12857,60, 7th-8th,4, Married-civ-spouse, Husband,,0.0,40
12859,38, HS-grad,9, Married-civ-spouse, Husband, Male,,42
12862,37, Bachelors,13, Married-civ-spouse, Other-relative, Male,3411.0,47
12865,59, Masters,14, Married-civ-spouse, Wife, Female,0.0,35
12869,18,,10, Never-married, Own-child, Male,,35
12871,32, Assoc-voc,11, Divorced, Unmarried, Female,0.0,40
12873,25, HS-grad,9, Never-married, Other-relative, Female,,40
12874,30, Masters,14, Married-civ-spouse, Husband, Male,15024.0,60
12877,36, Assoc-acdm,12, Divorced, Unmarried, Female,0.0,37
12878,56, Some-college,10, Married-civ-spouse, Husband,,0.0,40
12880,56, HS-grad,9, Divorced, Not-in-family, Male,0.0,41
12881,17, 10th,6, Never-married, Own-child, Male,0.0,14
12883,56, HS-grad,9, Divorced, Not-in-family,,0.0,40
12885,25, Some-college,10, Married-civ-spouse, Husband,,0.0,43
12889,33,,11, Married-civ-spouse, Husband,,7298.0,40
12890,38, Some-college,10, Never-married, Unmarried, Male,0.0,60
12892,27, Assoc-acdm,12, Never-married, Not-in-family, Male,,42
12895,42, Masters,14, Married-civ-spouse, Husband, Male,0.0,60
12896,37, Bachelors,13, Never-married, Not-in-family, Male,0.0,32
12897,38, Some-college,10, Never-married, Own-child,,0.0,40
12899,41, Bachelors,13, Divorced, Unmarried,,7430.0,45
12900,33, HS-grad,9, Married-civ-spouse, Husband, Male,4386.0,60
12901,30, HS-grad,9, Never-married, Not-in-family, Male,,40
12905,37, 11th,7, Divorced, Not-in-family, Male,,40
12907,17, 10th,6, Never-married, Own-child, Female,0.0,24
12910,57, HS-grad,9, Divorced, Not-in-family, Male,0.0,38
12911,33, 10th,6, Never-married, Own-child,,0.0,20
12913,45, Bachelors,13, Widowed, Own-child,,0.0,40
12914,50, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,48
12915,18, HS-grad,9, Never-married, Other-relative, Male,,25
12917,26,,10, Married-civ-spouse, Wife, Female,0.0,40
12921,29, HS-grad,9, Never-married, Not-in-family, Male,0.0,50
12922,27, Some-college,10, Never-married, Not-in-family, Male,,40
12923,35, HS-grad,9, Divorced, Unmarried, Female,,38
12924,37, Bachelors,13, Never-married, Not-in-family, Male,0.0,90
12925,22, 11th,7, Never-married, Not-in-family, Male,,40
12926,25, 10th,6, Never-married, Own-child, Female,0.0,24
12927,26, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
12929,26, Bachelors,13, Never-married, Not-in-family, Male,,65
12933,35,,10, Married-civ-spouse, Husband, Male,,55
12937,44, Bachelors,13, Married-civ-spouse, Husband,,0.0,50
12938,65, HS-grad,9, Divorced, Other-relative, Female,1848.0,50
12940,38, HS-grad,9, Separated, Unmarried, Female,0.0,35
12941,18, 11th,7, Never-married, Own-child, Female,,49
12942,24, Assoc-voc,11, Never-married, Own-child, Male,0.0,40
12943,52, Some-college,10, Married-civ-spouse, Husband,,0.0,60
12944,21, HS-grad,9, Never-married, Not-in-family, Male,0.0,44
12950,26, HS-grad,9, Never-married, Own-child, Male,0.0,52
12951,19, 10th,6, Never-married, Own-child, Male,0.0,25
12952,35, HS-grad,9, Married-civ-spouse, Husband,,,50
12954,38, HS-grad,9, Separated, Own-child, Male,0.0,35
12955,45,,10, Married-civ-spouse, Husband,,0.0,65
12956,18, 11th,7, Never-married, Unmarried, Female,,28
12957,51, Some-college,10, Divorced, Not-in-family,,0.0,63
12958,36, HS-grad,9, Separated, Unmarried, Female,0.0,28
12961,37, Bachelors,13, Married-civ-spouse, Husband, Male,,60
12963,21, Some-college,10, Never-married, Own-child,,,40
12965,33, HS-grad,9, Separated, Not-in-family, Female,0.0,35
12966,23, Bachelors,13, Never-married, Unmarried, Female,0.0,40
12973,26, HS-grad,9, Never-married, Own-child,,0.0,80
12975,90, 10th,6, Married-civ-spouse, Husband, Male,0.0,40
12976,28, HS-grad,9, Divorced, Own-child, Female,0.0,40
12978,29, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,42
12979,45,,11, Married-civ-spouse, Husband, Male,0.0,50
12983,27, Bachelors,13, Never-married, Own-child, Male,0.0,50
12987,19,,10, Never-married, Not-in-family, Male,,40
12989,22, Assoc-acdm,12, Never-married, Own-child, Male,0.0,20
12992,19,,10, Never-married, Own-child, Female,0.0,25
12993,28, Assoc-voc,11, Married-civ-spouse, Other-relative, Female,3137.0,40
12999,31,,13, Married-civ-spouse, Husband, Male,,50
13001,62, HS-grad,9, Widowed, Unmarried, Male,,40
13002,26, Bachelors,13, Never-married, Not-in-family, Male,0.0,50
13005,44, Prof-school,15, Married-civ-spouse, Husband,,15024.0,80
13007,19, HS-grad,9, Never-married, Own-child,,0.0,52
13008,39, HS-grad,9, Never-married, Not-in-family, Female,0.0,10
13011,36, Bachelors,13, Never-married, Own-child, Male,0.0,40
13012,39, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,49
13014,28, HS-grad,9, Never-married, Own-child, Female,0.0,32
13017,27, Some-college,10, Divorced, Unmarried, Female,0.0,40
13018,32, Some-college,10, Never-married, Own-child, Male,,60
13022,54, 7th-8th,4, Divorced, Not-in-family, Male,0.0,40
13023,52, 12th,8, Married-civ-spouse, Husband, Male,0.0,45
13024,43, 11th,7, Married-civ-spouse, Wife,,0.0,25
13027,35, Some-college,10, Married-civ-spouse, Husband, Male,,46
13028,56, HS-grad,9, Divorced, Not-in-family, Male,,30
13029,30,,9, Never-married, Not-in-family, Male,,40
13034,32, HS-grad,9, Married-AF-spouse, Other-relative, Female,0.0,10
13035,60, 12th,8, Married-civ-spouse, Husband, Male,0.0,40
13036,40, Some-college,10, Divorced, Not-in-family,,0.0,45
13038,58, 9th,5, Married-civ-spouse, Husband, Male,0.0,50
13041,53, HS-grad,9, Never-married, Other-relative, Male,0.0,35
13045,23, HS-grad,9, Never-married, Own-child, Female,0.0,30
13046,25, Some-college,10, Married-civ-spouse, Husband, Male,0.0,50
13048,28, Bachelors,13, Never-married, Not-in-family, Female,0.0,60
13049,27, 12th,8, Never-married, Not-in-family, Male,,40
13051,24, HS-grad,9, Never-married, Own-child, Male,0.0,25
13052,38, Bachelors,13, Separated, Unmarried, Male,,40
13054,18, 11th,7, Never-married, Own-child, Male,0.0,7
13056,35, Masters,14, Never-married, Own-child, Male,,44
13057,43, 9th,5, Never-married, Not-in-family, Female,0.0,20
13058,45, HS-grad,9, Married-civ-spouse, Husband, Male,3137.0,35
13060,63, 9th,5, Married-civ-spouse, Husband, Male,0.0,40
13062,21, Bachelors,13, Never-married, Other-relative, Male,0.0,20
13064,42, HS-grad,9, Married-civ-spouse, Wife, Female,7298.0,40
13071,46, Some-college,10, Married-civ-spouse, Wife, Female,0.0,20
13072,18, 12th,8, Never-married, Own-child, Male,0.0,25
13082,30,,10, Never-married, Other-relative, Male,,55
13084,25, 1st-4th,2, Never-married, Not-in-family, Female,0.0,40
13086,22, Some-college,10, Married-civ-spouse, Husband, Male,,28
13088,25, Assoc-voc,11, Never-married, Not-in-family, Male,,40
13090,51, Assoc-voc,11, Divorced, Unmarried, Female,0.0,38
13091,17, 11th,7, Never-married, Own-child, Female,0.0,24
13094,34, Some-college,10, Never-married, Not-in-family, Female,0.0,50
13097,32, Bachelors,13, Never-married, Unmarried, Male,0.0,40
13099,47, Some-college,10, Married-civ-spouse, Husband, Male,0.0,70
13100,50, Some-college,10, Married-civ-spouse, Husband, Male,,40
13101,77, 7th-8th,4, Widowed, Unmarried, Female,0.0,23
13104,64, 11th,7, Married-civ-spouse, Husband, Male,,40
13112,60, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,45
